name,city,country,country_code,iata,icao,x,y,elevation,apid,timezone,dst,tz_id,type,source,ap_uid,ap_name
Jiayuguan Airport,Jiayuguan,China,,JGN,ZLJQ,98.3414,39.856899,5112,6432,8,N,Asia/Shanghai,airport,OurAirports,user,"Jiayuguan Airport (JGN), China"
Jicarilla Apache Nation Airport,Dulce,United States,,24N,,-106.8841914,36.828535,7618,13151,-6,A,,,,user,"Dulce-Jicarilla Apache Nat. (24N), United States"
Jieyang Chaoshan International Airport,Shantou,China,,SWA,ZGOW,116.5033,23.552,0,4302,8,U,Asia/Shanghai,airport,OurAirports,user,"Shantou-Jieyang Chaoshan Internati. (SWA), China"
Jijel Ferhat Abbas Airport,Jijel,Algeria,,GJL,DAAV,5.87361001968,36.7951011658,36,217,1,N,Africa/Algiers,airport,OurAirports,,"Jijel Ferhat Abbas Airport (GJL), Algeria"
Jim Hamilton L.B. Owens Airport,Columbia,United States,,CUB,KCUB,-80.9952011108,33.970500946,193,10128,-4,A,,airport,OurAirports,user,"Columbia-Jim Hamilton L.B.. (CUB), United States"
Jim Kelly Field,Lexington,United States,,LXN,KLXN,-99.7772979736,40.791000366199995,2413,11074,-5,A,,airport,OurAirports,user,"Lexington-Jim Kelly Field (LXN), United States"
Jimma Airport,Jimma,Ethiopia,,JIM,HAJM,36.81660079956055,7.66609001159668,5500,1116,3,U,Africa/Addis_Ababa,airport,OurAirports,,"Jimma Airport (JIM), Ethiopia"
Jinchuan Airport,Jinchuan,China,,JIC,ZLJC,102.348333333,38.542222222199996,4740,11473,8,U,,airport,OurAirports,user,"Jinchuan Airport (JIC), China"
Jingdezhen Airport,Jingdezhen,China,,JDZ,ZSJD,117.176002502,29.3386001587,112,6380,8,U,Asia/Shanghai,airport,OurAirports,user,"Jingdezhen Airport (JDZ), China"
Jinggangshan Airport,Jian,China,,JGS,ZSJA,114.736999512,26.856899261499997,281,6964,8,U,Asia/Shanghai,airport,OurAirports,user,"Jian-Jinggangshan Airport (JGS), China"
Jinhae Airbase/Airport (G-813/K-10),Chinhae,South Korea,,CHF,RKPE,128.696229,35.140248,8,2371,9,U,Asia/Seoul,airport,OurAirports,,"Chinhae-Jinhae Airbase/Airpo. (CHF), South Korea"
Jining Qufu Airport,Jining,China,,JNG,ZLJN,116.346667,35.292778,134,6944,8,U,Asia/Shanghai,airport,OurAirports,user,"Jining Qufu Airport (JNG), China"
Jinnah International Airport,Karachi,Pakistan,,KHI,OPKC,67.160797,24.9065,100,2206,5,N,Asia/Karachi,airport,OurAirports,,"Karachi-Jinnah International Ai. (KHI), Pakistan"
Jinzhou Airport,Jinzhou,China,,JNZ,ZYJZ,121.06199645996094,41.10139846801758,0,6412,8,U,Asia/Shanghai,airport,OurAirports,user,"Jinzhou Airport (JNZ), China"
Jiroft Airport,Jiroft,Iran,,JYR,OIKJ,57.67029953,28.726900100699996,2663,2135,3.5,E,Asia/Tehran,airport,OurAirports,,"Jiroft Airport (JYR), Iran"
Jiuhuashan Airport,Chizhou,China,,JUH,ZSJH,117.6856,30.7403,60,9843,8,N,Asia/Shanghai,airport,OurAirports,user,"Chizhou-Jiuhuashan Airport (JUH), China"
Jiujiang Lushan Airport,Jiujiang,China,,JIU,ZSJJ,115.801111,29.476944,0,6381,8,U,Asia/Shanghai,airport,OurAirports,user,"Jiujiang Lushan Airport (JIU), China"
Jiuzhai Huanglong Airport,Jiuzhaigou,China,,JZH,ZUJZ,103.682222222,32.8533333333,11327,4301,8,U,Asia/Shanghai,airport,OurAirports,user,"Jiuzhaigou-Jiuzhai Huanglong Airpo. (JZH), China"
Jiwani Airport,Jiwani,Pakistan,,JIW,OPJI,61.8054008484,25.067800521900004,186,5944,5,N,Asia/Karachi,airport,OurAirports,user,"Jiwani Airport (JIW), Pakistan"
Jixi Xingkaihu Airport,Jixi,China,,JXA,ZYJX,131.193,45.293,760,8417,8,N,Asia/Shanghai,airport,OurAirports,user,"Jixi Xingkaihu Airport (JXA), China"
Jizan Regional Airport,Gizan,Saudi Arabia,,GIZ,OEGN,42.58580017089844,16.901100158691406,20,2066,3,U,Asia/Riyadh,airport,OurAirports,,"Gizan-Jizan Regional Airport (GIZ), Saudi Arabia"
João Correa da Rocha Airport,Maraba,Brazil,,MAB,SBMA,-49.138000488299994,-5.36858987808,357,2584,-3,S,America/Belem,airport,OurAirports,,"Maraba-João Correa da Rocha Airp. (MAB), Brazil"
João Paulo II Airport,Ponta Delgada,Portugal,,PDL,LPPD,-25.6979007721,37.7411994934,259,1633,-1,E,Atlantic/Azores,airport,OurAirports,,"Ponta Delgada-João Paulo II Ai. (PDL), Portugal"
João Simões Lopes Neto International Airport,Pelotas,Brazil,,PET,SBPK,-52.327702,-31.718399,59,2603,-3,S,America/Sao_Paulo,airport,OurAirports,,"Pelotas-João Simões Lopes Neto. (PET), Brazil"
Jodhpur Airport,Jodhpur,India,,JDH,VIJO,73.04889678955078,26.251100540161133,717,3097,5.5,N,Asia/Calcutta,airport,OurAirports,,"Jodhpur Airport (JDH), India"
Joe Foss Field Airport,Sioux Falls,United States,,FSD,KFSD,-96.741897583,43.582000732400004,1429,4009,-6,A,America/Chicago,airport,OurAirports,user,"Sioux Falls-Joe Foss Field. (FSD), United States"
Joensuu Airport,Joensuu,Finland,,JOE,EFJO,29.607500076294,62.662899017334,398,429,2,E,Europe/Helsinki,airport,OurAirports,,"Joensuu Airport (JOE), Finland"
Johan Adolf Pengel International Airport,Zandery,Suriname,,PBM,SMJP,-55.1878013611,5.4528298377999995,59,2773,-3,U,America/Paramaribo,airport,OurAirports,,"Zandery-Johan Adolf Pengel Inte. (PBM), Suriname"
Johan Pienaar Airport,Kuruman,South Africa,,KMH,FAKU,23.411399841308594,-27.45669937133789,4382,818,2,U,Africa/Johannesburg,airport,OurAirports,,"Kuruman-Johan Pienaar Airpo. (KMH), South Africa"
John A. Osborne Airport,Geralds,Montserrat,,MNI,TRPG,-62.19329833984375,16.791400909423828,550,4146,-4,N,America/Montserrat,airport,OurAirports,user,"Geralds-John A. Osborne Airpo. (MNI), Montserrat"
John C. Munro Hamilton International Airport,Hamilton,Canada,,YHM,CYHM,-79.93499755859999,43.173599243199995,780,70,-5,A,America/Toronto,airport,OurAirports,,"Hamilton-John C. Munro Hamilton I. (YHM), Canada"
John F Kennedy International Airport,New York,United States,,JFK,KJFK,-73.77890015,40.63980103,13,3797,-5,A,America/New_York,airport,OurAirports,,"New York-John F Kennedy In. (JFK), United States"
John Glenn Columbus International Airport,Columbus,United States,,CMH,KCMH,-82.891899,39.998001,815,3759,-5,A,America/New_York,airport,OurAirports,,"Columbus-John Glenn Columb. (CMH), United States"
John H Batten Airport,Racine,United States,,RAC,KRAC,-87.8152008057,42.7606010437,674,8430,-6,A,America/Chicago,airport,OurAirports,user,"Racine-John H Batten Airpo. (RAC), United States"
John Murtha Johnstown Cambria County Airport,Johnstown,United States,,JST,KJST,-78.83390045166016,40.31610107421875,2284,4169,-5,A,America/New_York,airport,OurAirports,user,"Johnstown-John Murtha John. (JST), United States"
John Wayne Airport-Orange County Airport,Santa Ana,United States,,SNA,KSNA,-117.8679962,33.67570114,56,3867,-8,A,America/Los_Angeles,airport,OurAirports,,"Santa Ana-John Wayne Airpo. (SNA), United States"
Johnson County Executive Airport,Olathe,United States,,OJC,KOJC,-94.73760223,38.84759903,1096,9228,-6,A,America/Chicago,airport,OurAirports,user,"Olathe-Johnson County Exec. (OJC), United States"
Johnston Atoll Airport,Johnston Island,Johnston Atoll,,JON,PJON,-169.533996582,16.7285995483,7,4382,-10,U,Pacific/Johnston,airport,OurAirports,user,"Johnston Island-Johnston. (JON), Johnston Atoll"
Joint Base Andrews,Camp Springs,United States,,ADW,KADW,-76.866997,38.810799,280,3552,-5,A,America/New_York,airport,OurAirports,,"Camp Springs-Joint Base An. (ADW), United States"
Joint Base Balad,Al Bakr,Iraq,,XQC,ORBD,44.361598968500005,33.940200805699995,161,4139,3,U,Asia/Baghdad,airport,OurAirports,user,"Al Bakr-Joint Base Balad (XQC), Iraq"
Joliet Regional Airport,Joliet,United States,,JOT,KJOT,-88.17549896,41.51779938,582,8496,-6,A,America/Chicago,airport,OurAirports,user,"Joliet Regional Airport (JOT), United States"
Jolo Airport,Jolo,Philippines,,JOL,RPMJ,121.01100158691406,6.0536699295043945,118,6013,8,N,Asia/Manila,airport,OurAirports,user,"Jolo Airport (JOL), Philippines"
Jomo Kenyatta International Airport,Nairobi,Kenya,,NBO,HKJK,36.9277992249,-1.31923997402,5330,4059,3,N,Africa/Nairobi,airport,OurAirports,user,"Nairobi-Jomo Kenyatta Internationa. (NBO), Kenya"
Jomsom Airport,Jomsom,Nepal,,JMO,VNJS,83.723,28.780426,8976,4173,5.75,N,Asia/Katmandu,airport,OurAirports,user,"Jomsom Airport (JMO), Nepal"
Jonesboro Municipal Airport,Jonesboro,United States,,JBR,KJBR,-90.64640045166016,35.83169937133789,262,3591,-6,A,America/Chicago,airport,OurAirports,,"Jonesboro Municipal Airport (JBR), United States"
Jönköping Airport,Joenkoeping,Sweden,,JKG,ESGJ,14.068699836730957,57.757598876953125,741,688,1,E,Europe/Stockholm,airport,OurAirports,,"Joenkoeping-Jönköping Airport (JKG), Sweden"
Joplin Regional Airport,Joplin,United States,,JLN,KJLN,-94.49829864501953,37.151798248291016,981,4354,-6,A,America/Chicago,airport,OurAirports,user,"Joplin Regional Airport (JLN), United States"
Jorge Chávez International Airport,Lima,Peru,,LIM,SPIM,-77.114305,-12.0219,113,2789,-5,U,America/Lima,airport,OurAirports,,"Lima-Jorge Chávez International Ai. (LIM), Peru"
Jorge E. Gonzalez Torres Airport,San Jose Del Guaviare,Colombia,,SJE,SKSJ,-72.6394,2.57969,605,2747,-5,U,America/Bogota,airport,OurAirports,,"San Jose Del Guaviare-Jorge E.. (SJE), Colombia"
Jorge Isaac Airport,La Mina,Colombia,,MCJ,SKLM,-72.4901,11.2325,281,2727,-5,U,America/Bogota,airport,OurAirports,,"La Mina-Jorge Isaac Airport (MCJ), Colombia"
Jorge Newbery Airpark,Buenos Aires,Argentina,,AEP,SABE,-58.4156,-34.5592,18,2442,-3,N,America/Buenos_Aires,airport,OurAirports,,"Buenos Aires-Jorge Newbery Air. (AEP), Argentina"
Jorge Wilsterman International Airport,Cochabamba,Bolivia,,CBB,SLCB,-66.1771011352539,-17.421100616455078,8360,2759,-4,U,America/La_Paz,airport,OurAirports,,"Cochabamba-Jorge Wilsterman Inte. (CBB), Bolivia"
Jorhat Airport,Jorhat,India,,JRH,VEJT,94.1754989624,26.7315006256,311,3053,5.5,N,Asia/Calcutta,airport,OurAirports,,"Jorhat Airport (JRH), India"
Jos Orno Imsula Airport,Tiakur,Indonesia,,JIO,,127.907222,-8.140556,13,13539,9,N,,,,user,"Tiakur-Jos Orno Imsula Airport (JIO), Indonesia"
José Aponte de la Torre Airport,Ceiba,Puerto Rico,,NRR,TJRV,-65.6434020996,18.245300293,38,7307,-4,A,America/Puerto_Rico,airport,OurAirports,user,"Ceiba-José Aponte de la Tor. (NRR), Puerto Rico"
José Celestino Mutis Airport,Bahia Solano,Colombia,,BSC,SKBS,-77.3947,6.20292,80,2711,-5,U,America/Bogota,airport,OurAirports,,"Bahia Solano-José Celestino Mu. (BSC), Colombia"
Jose De San Martin Airport,Jose de San Martin,Argentina,,JSM,SAWS,-70.4589004517,-44.048599243199995,2407,7312,-3,N,America/Catamarca,airport,OurAirports,user,"Jose De San Martin Airport (JSM), Argentina"
José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,,GYE,SEGU,-79.88359832760001,-2.1574199199699997,19,2673,-5,U,America/Guayaquil,airport,OurAirports,,"Guayaquil-José Joaquín de Olme. (GYE), Ecuador"
José Leonardo Chirinos Airport,Coro,Venezuela,,CZE,SVCR,-69.68090057373047,11.41494369506836,52,2833,-4,U,America/Caracas,airport,OurAirports,,"Coro-José Leonardo Chirinos A. (CZE), Venezuela"
Jose Maria Córdova International Airport,Rio Negro,Colombia,,MDE,SKRG,-75.4231,6.16454,6955,2745,-5,U,America/Bogota,airport,OurAirports,,"Rio Negro-Jose Maria Córdova I. (MDE), Colombia"
Jose Maria Velasco Ibarra Airport,Macara,Ecuador,,MRR,SEMA,-79.94100189210002,-4.37823009491,1508,2679,-5,U,America/Guayaquil,airport,OurAirports,,"Macara-Jose Maria Velasco Ibarra. (MRR), Ecuador"
José Martí International Airport,Havana,Cuba,,HAV,MUHA,-82.40910339355469,22.989200592041016,210,1909,-5,U,America/Havana,airport,OurAirports,,"Havana-José Martí International A. (HAV), Cuba"
Josefa Camejo International Airport,Paraguana,Venezuela,,LSP,SVJC,-70.15149688720703,11.78077507019043,75,2844,-4,U,America/Caracas,airport,OurAirports,,"Paraguana-Josefa Camejo Intern. (LSP), Venezuela"
Joshua Mqabuko Nkomo International Airport,Bulawayo,Zimbabwe,,BUQ,FVBU,28.617901,-20.017401,4359,1001,2,U,Africa/Harare,airport,OurAirports,,"Bulawayo-Joshua Mqabuko Nkomo I. (BUQ), Zimbabwe"
Joslin Field Magic Valley Regional Airport,Twin Falls,United States,,TWF,KTWF,-114.487999,42.4818,4154,4263,-7,A,America/Denver,airport,OurAirports,user,"Twin Falls-Joslin Field Ma. (TWF), United States"
Juan Casiano Airport,Guapi,Colombia,,GPI,SKGP,-77.8986,2.57013,164,2722,-5,U,America/Bogota,airport,OurAirports,,"Guapi-Juan Casiano Airport (GPI), Colombia"
Juan De Ayolas Airport,Ayolas,Paraguay,,AYO,SGAY,-56.854064,-27.370554,223,2700,-4,S,America/Asuncion,airport,OurAirports,,"Ayolas-Juan De Ayolas Airport (AYO), Paraguay"
Juan Gualberto Gomez International Airport,Varadero,Cuba,,VRA,MUVR,-81.435302734375,23.034400939941406,210,1923,-5,U,America/Havana,airport,OurAirports,,"Varadero-Juan Gualberto Gomez Inter. (VRA), Cuba"
Juan H White Airport,Caucasia,Colombia,,CAQ,SKCU,-75.1985,7.96847,174,7361,-5,U,America/Bogota,airport,OurAirports,user,"Caucasia-Juan H White Airport (CAQ), Colombia"
Juan Manuel Galvez International Airport,Roatan,Honduras,,RTB,MHRO,-86.523003,16.316799,39,1774,-6,U,America/Tegucigalpa,airport,OurAirports,,"Roatan-Juan Manuel Galvez Inter. (RTB), Honduras"
Juan Mendoza Airport,Oruro,Bolivia,,ORU,SLOR,-67.0762023926,-17.962600708,12152,2763,-4,U,America/La_Paz,airport,OurAirports,,"Oruro-Juan Mendoza Airport (ORU), Bolivia"
Juan Pablo Pérez Alfonso Airport,El Vigía,Venezuela,,VIG,SVVG,-71.672668,8.624139,250,6072,-4,U,America/Caracas,airport,OurAirports,user,"El Vigía-Juan Pablo Pérez Al. (VIG), Venezuela"
Juan Santamaria International Airport,San Jose,Costa Rica,,SJO,MROC,-84.20880126953125,9.993860244750977,3021,1885,-6,U,America/Costa_Rica,airport,OurAirports,,"San Jose-Juan Santamaria Inte. (SJO), Costa Rica"
Juan Simons Vela Airport,Rioja,Peru,,RIJ,SPJA,-77.16000366210938,-6.067860126495361,2707,11945,,,,airport,OurAirports,,"Rioja-Juan Simons Vela Airport (RIJ), Peru"
Juana Azurduy De Padilla Airport,Sucre,Bolivia,,SRE,SLSU,-65.2886962890625,-19.007099151611328,9540,2767,-4,U,America/La_Paz,airport,OurAirports,,"Sucre-Juana Azurduy De Padilla A. (SRE), Bolivia"
Juancho E. Yrausquin Airport,Saba,Netherlands Antilles,,SAB,TNCS,-63.220001220703125,17.645000457763672,60,4249,-4,U,America/Curacao,airport,OurAirports,user,"Saba-Juancho E. Yra. (SAB), Netherlands Antilles"
Juanda International Airport,Surabaya,Indonesia,,SUB,WARR,112.78700256347656,-7.3798298835754395,9,3928,7,N,Asia/Jakarta,airport,OurAirports,,"Surabaya-Juanda International. (SUB), Indonesia"
Juanjui Airport,Juanjui,Peru,,JJI,SPJI,-76.72859954833984,-7.169099807739258,1148,2790,-5,U,America/Lima,airport,OurAirports,,"Juanjui Airport (JJI), Peru"
Juba International Airport,Juba,South Sudan,,JUB,HSSJ,31.6011009216,4.87201023102,1513,1173,3,U,Africa/Juba,airport,OurAirports,,"Juba International Airport (JUB), South Sudan"
Jubail Airport,Jubail,Saudi Arabia,,QJB,OEJB,49.40510177612305,27.038999557495117,26,2070,3,U,Asia/Riyadh,airport,OurAirports,,"Jubail Airport (QJB), Saudi Arabia"
Juína Airport,Juina,Brazil,,JIA,SWJN,-58.701668,-11.419444,1083,11200,-4,S,,airport,OurAirports,user,"Juina-Juína Airport (JIA), Brazil"
Juist Airport,Juist,Germany,,JUI,EDWJ,7.055832862854004,53.68111038208008,7,4208,1,E,Europe/Berlin,airport,OurAirports,user,"Juist Airport (JUI), Germany"
Julia Creek Airport,Julia Creek,Australia,,JCK,YJLC,141.72300720214844,-20.66830062866211,404,6276,10,O,Australia/Brisbane,airport,OurAirports,user,"Julia Creek Airport (JCK), Australia"
Julius Nyerere International Airport,Dar Es Salaam,Tanzania,,DAR,HTDA,39.202599,-6.87811,182,1177,3,U,Africa/Dar_es_Salaam,airport,OurAirports,,"Dar Es Salaam-Julius Nyerere In. (DAR), Tanzania"
Jumandy Airport,Tena,Ecuador,,TNW,SEJD,-77.583333,-1.059722,1234,10792,-5,S,,airport,OurAirports,user,"Tena-Jumandy Airport (TNW), Ecuador"
Jumla Airport,Jumla,Nepal,,JUM,VNJL,82.193298,29.2742,7700,4180,5.75,N,Asia/Katmandu,airport,OurAirports,user,"Jumla Airport (JUM), Nepal"
Jundah Airport,Jundah,Australia,,JUN,YJDA,143.06225,-24.83751,476,15120,10,U,,,,user,"Jundah Airport (JUN), Australia"
Juneau Harbor Seaplane Base,Juneau,United States,,5Z1,,-134.4077778,58.2988889,0,13806,-9,A,,,,user,"Juneau Harbor Seaplane Base (5Z1), United States"
Juneau International Airport,Juneau,United States,,JNU,PAJN,-134.5760040283203,58.35499954223633,21,3492,-9,A,America/Anchorage,airport,OurAirports,,"Juneau International Airpo. (JNU), United States"
Junin Airport,Junin,Argentina,,JNI,SAAJ,-60.9306,-34.5459,262,2438,-3,N,America/Buenos_Aires,airport,OurAirports,,"Junin Airport (JNI), Argentina"
Juruena Airport,Juruena,Brazil,,JRN,SWJU,-58.489444732666016,-10.305832862854004,525,11199,-4,S,,airport,OurAirports,user,"Juruena Airport (JRN), Brazil"
Juscelino Kubitscheck Airport,Teofilo Otoni,Brazil,,TFL,SNTO,-41.51359939575195,-17.89229965209961,1572,11145,-3,S,,airport,OurAirports,user,"Teofilo Otoni-Juscelino Kubitsche. (TFL), Brazil"
Juvenal Cardoso,Pato Branco,Brazil,,PTO,SBPO,-52.413,-26.13,2696,14797,-3,S,,,,user,"Pato Branco-Juvenal Cardoso (PTO), Brazil"
Juwata Airport,Taraken,Indonesia,,TRK,WALR,117.569444,3.326667,23,3920,8,N,Asia/Makassar,airport,OurAirports,,"Taraken-Juwata Airport (TRK), Indonesia"
Jwaneng Airport,Jwaneng,Botswana,,JWA,FBJW,24.69099998474121,-24.6023006439209,3900,878,2,U,Africa/Gaborone,airport,OurAirports,,"Jwaneng Airport (JWA), Botswana"
Jyvaskyla Airport,Jyvaskyla,Finland,,JYV,EFJY,25.678300857544,62.399501800537,459,430,2,E,Europe/Helsinki,airport,OurAirports,,"Jyvaskyla Airport (JYV), Finland"
K. D. Matanzima Airport,Umtata,South Africa,,UTT,FAUT,28.6733551025,-31.546363184900002,2400,866,2,U,Africa/Johannesburg,airport,OurAirports,,"Umtata-K. D. Matanzima Airp. (UTT), South Africa"
Kaadedhdhoo Airport,Kaadedhdhoo,Maldives,,KDM,VRMT,72.99690246582031,0.48813098669052124,2,4235,5,U,Indian/Maldives,airport,OurAirports,user,"Kaadedhdhoo Airport (KDM), Maldives"
Kaben Airport,Kaben,Marshall Islands,,KBT,,170.844,8.90056,0,5820,12,U,Pacific/Majuro,airport,User,user,"Kaben Airport (KBT), Marshall Islands"
Kabri Dehar Airport,Kabri Dehar,Ethiopia,,ABK,HAKD,44.252998,6.734,1800,5682,3,U,Africa/Addis_Ababa,airport,OurAirports,user,"Kabri Dehar Airport (ABK), Ethiopia"
Kadanwari Airport,Kadanwari,Pakistan,,KCF,OPKW,69.31670379639999,27.1667003632,248,11331,5,U,,airport,OurAirports,user,"Kadanwari Airport (KCF), Pakistan"
Kadapa Airport,Cuddapah,India,,CDP,VOCP,78.772778,14.51,430,3138,5.5,N,Asia/Calcutta,airport,OurAirports,,"Cuddapah-Kadapa Airport (CDP), India"
Kadena Air Base,Kadena,Japan,,DNA,RODN,127.767998,26.3556,143,2386,9,U,Asia/Tokyo,airport,OurAirports,,"Kadena Air Base (DNA), Japan"
Kadhdhoo Airport,Laamu Atoll,Maldives,,KDO,VRMK,73.52189636230469,1.8591699600219727,4,6185,5,U,Indian/Maldives,airport,OurAirports,user,"Laamu Atoll-Kadhdhoo Airport (KDO), Maldives"
Kadugli Airport,Kadugli,Sudan,,KDX,HSLI,29.7010993958,11.137999534600002,1848,1171,3,U,Africa/Khartoum,airport,OurAirports,,"Kadugli Airport (KDX), Sudan"
Kaduna Airport,Kaduna,Nigeria,,KAD,DNKA,7.320109844207764,10.696000099182129,2073,269,1,N,Africa/Lagos,airport,OurAirports,,"Kaduna Airport (KAD), Nigeria"
Kaédi Airport,Kaedi,Mauritania,,KED,GQNK,-13.507599830627441,16.159500122070312,66,1093,0,N,Africa/Nouakchott,airport,OurAirports,,"Kaedi-Kaédi Airport (KED), Mauritania"
Kaghau Airport,Kagau Island,Solomon Islands,,KGE,AGKG,157.585,-7.3305,30,5417,11,U,Pacific/Guadalcanal,airport,OurAirports,user,"Kagau Island-Kaghau Airp. (KGE), Solomon Islands"
Kagi Airport,Kagi,Papua New Guinea,,KGW,AYKQ,147.669444444,-9.135916666670001,4200,11019,10,N,,airport,OurAirports,user,"Kagi Airport (KGW), Papua New Guinea"
Kagoshima Airport,Kagoshima,Japan,,KOJ,RJFK,130.718994140625,31.80340003967285,906,2307,9,U,Asia/Tokyo,airport,OurAirports,,"Kagoshima Airport (KOJ), Japan"
Kahramanmaraş Airport,Kahramanmaras,Turkey,,KCM,LTCN,36.9535217285,37.5388259888,1723,5798,3,E,Europe/Istanbul,airport,OurAirports,user,"Kahramanmaras-Kahramanmaraş Airp. (KCM), Turkey"
Kahului Airport,Kahului,United States,,OGG,PHOG,-156.429993,20.8986,54,3456,-10,N,Pacific/Honolulu,airport,OurAirports,,"Kahului Airport (OGG), United States"
Kaieteur International Airport,Kaieteur Falls,Guyana,,KIA,PSKA,-59.483333,5.163333,95,7342,-4,U,America/Guyana,airport,User,user,"Kaieteur Falls-Kaieteur Internati. (KIA), Guyana"
Kaieteur International Airport,Kaieteur,Guyana,,KAI,PKSA,-59.491481781,5.17275476456,1520,4307,-4,U,America/Guyana,airport,OurAirports,user,"Kaieteur International Airport (KAI), Guyana"
Kaikoura Airport,Kaikoura,New Zealand,,KBZ,NZKI,173.60499572753906,-42.42499923706055,20,4102,12,Z,Pacific/Auckland,airport,OurAirports,,"Kaikoura Airport (KBZ), New Zealand"
Kailashahar Airport,Kailashahar,India,,IXH,VEKR,92.0072021484375,24.30820083618164,79,3054,5.5,N,Asia/Calcutta,airport,OurAirports,,"Kailashahar Airport (IXH), India"
Kaili Airport,Kaili,China,,KJH,ZUKJ,107.988,26.972,3115,10938,8,N,,airport,OurAirports,user,"Kaili Airport (KJH), China"
Kaimana Airport,Kaimana,Indonesia,,KNG,WASK,133.6959991455078,-3.6445200443267822,19,3258,9,N,Asia/Jayapura,airport,OurAirports,,"Kaimana Airport (KNG), Indonesia"
Kaintiba Airport,Kieta,Papua New Guinea,,KZF,AYKT,146.033833333,-7.50025,2050,11355,10,U,,airport,OurAirports,user,"Kieta-Kaintiba Airport (KZF), Papua New Guinea"
Kairik,Porgera,Papua New Guinea,,RGE,,143.1698889,-5.44625,7340,14917,10,N,,,,user,"Porgera-Kairik (RGE), Papua New Guinea"
Kaitaia Airport,Kaitaia,New Zealand,,KAT,NZKT,173.28500366210938,-35.06999969482422,270,2018,12,Z,Pacific/Auckland,airport,OurAirports,,"Kaitaia Airport (KAT), New Zealand"
Kajaani Airport,Kajaani,Finland,,KAJ,EFKI,27.692399978638,64.285499572754,483,433,2,E,Europe/Helsinki,airport,OurAirports,,"Kajaani Airport (KAJ), Finland"
Kakamega Airport,Kakamega,Kenya,,GGM,HKKG,34.7873001099,0.271342009306,5020,1139,3,U,Africa/Nairobi,airport,OurAirports,,"Kakamega Airport (GGM), Kenya"
Kake Seaplane Base,Kake,United States,,KAE,,-133.945556,56.973056,0,7243,-9,A,America/Anchorage,airport,User,user,"Kake Seaplane Base (KAE), United States"
Kalaeloa Airport,Kapolei,United States,,JRF,PHJR,-158.070009,21.3074,30,8824,-10,U,Pacific/Honolulu,airport,OurAirports,user,"Kapolei-Kalaeloa Airport (JRF), United States"
Kalaleh Airport,Kalaleh,Iran,,KLM,OINE,55.4519996643,37.3833007812,425,2148,3.5,E,Asia/Tehran,airport,OurAirports,,"Kalaleh Airport (KLM), Iran"
Kalamata Airport,Kalamata,Greece,,KLX,LGKL,22.02549934387207,37.06829833984375,26,1456,2,E,Europe/Athens,airport,OurAirports,,"Kalamata Airport (KLX), Greece"
Kalamazoo Battle Creek International Airport,Kalamazoo,United States,,AZO,KAZO,-85.5521011352539,42.234901428222656,874,4039,-5,A,America/New_York,airport,OurAirports,user,"Kalamazoo Battle Creek Int. (AZO), United States"
Kalaupapa Airport,Molokai,United States,,LUP,PHLU,-156.973999,21.21100044,24,5989,-10,A,Pacific/Honolulu,airport,OurAirports,user,"Molokai-Kalaupapa Airport (LUP), United States"
Kalay Airport,Kalemyo,Myanmar,,KMV,VYKL,94.05110168457031,23.188800811767578,499,6787,6.5,U,Asia/Rangoon,airport,OurAirports,user,"Kalemyo-Kalay Airport (KMV), Myanmar"
Kalbarri Airport,Kalbarri,Australia,,KAX,YKBR,114.259169,-27.692813,157,6277,8,O,Australia/Perth,airport,OurAirports,user,"Kalbarri Airport (KAX), Australia"
Kalemie Airport,Kalemie,Congo (Kinshasa),,FMI,FZRF,29.25,-5.8755598068237305,2569,1040,2,U,Africa/Lubumbashi,airport,OurAirports,,"Kalemie Airport (FMI), Congo (Kinshasa)"
Kalgoorlie Boulder Airport,Kalgoorlie,Australia,,KGI,YPKG,121.461997986,-30.789400100699996,1203,3346,8,O,Australia/Perth,airport,OurAirports,,"Kalgoorlie Boulder Airport (KGI), Australia"
Kalibo International Airport,Kalibo,Philippines,,KLO,RPVK,122.375999451,11.679400444,14,2430,8,N,Asia/Manila,airport,OurAirports,,"Kalibo International Airport (KLO), Philippines"
Kalimarau Airport,Tanjung Redep-Borneo Island,Indonesia,,BEJ,WALK,117.431999,2.1555,59,6209,8,N,Asia/Makassar,airport,OurAirports,user,"Tanjung Redep-Borneo Island-Ka. (BEJ), Indonesia"
Kalispell City Airport,Kalispell,United States,,S27,,-114.3037408,48.1785694,2932,11548,-6,A,,airport,User,user,"Kalispell City Airport (S27), United States"
Kalkgurung Airport,Kalkgurung,Australia,,KFG,YKKG,130.80799865722656,-17.431900024414062,646,6279,9.5,O,Australia/Darwin,airport,OurAirports,user,"Kalkgurung Airport (KFG), Australia"
Kalmar Airport,Kalkmar,Sweden,,KLR,ESMQ,16.287599563598633,56.68550109863281,17,707,1,E,Europe/Stockholm,airport,OurAirports,,"Kalkmar-Kalmar Airport (KLR), Sweden"
Kalokol,Kalokol,Kenya,,KLK,HYFG,35.84,3.49,1296,8716,3,U,Africa/Nairobi,unknown,User,user,"Kalokol (KLK), Kenya"
Kalskag Airport,Kalskag,United States,,KLG,PALG,-160.34100341796875,61.53630065917969,55,5964,-9,A,America/Anchorage,airport,OurAirports,user,"Kalskag Airport (KLG), United States"
